issue_id,product_id,rule_name,severity,jurisdiction,issue_description,current_values,rule_explanation,confidence,migration_state,best_engine,recommended_fix,suggested_fix_1,suggested_fix_2,suggested_fix_3,selected_fix_id,manual_edit,user_action,review_notes,reviewer_name,reviewed_at_utc
29dc20128122,0000000000010,ca_allergen_evidence_missing_ingredients_text,warning,ca,This product violates the rule: allergen_evidence_present > 0.0 && ingredients_text_present == 0.0.,"allergen_evidence_present=1, ingredients_text_present=0, ingredients_text=","Allergen evidence is present, but ingredients text is missing.",0.9102,candidate,soda,Mark ingredients_text_present as 1 after confirming ingredients text exists on the label.,29dc20128122_set_ingredients_present | Mark ingredients_text_present as 1 after confirming ingredients text exists on the label. | confidence=0.77 | This keeps the allergen evidence and restores the expected supporting ingredients text signal.,29dc20128122_clear_allergen_evidence | Set allergen_evidence_present to 0 if the allergen evidence was recorded in error. | confidence=0.61 | Use this only if the allergen evidence flag is the incorrect field.,29dc20128122_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
4b5c421a28da,0000000000060,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,4b5c421a28da_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,4b5c421a28da_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,4b5c421a28da_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
9b7ff2736ad3,0000000000081,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,9b7ff2736ad3_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,9b7ff2736ad3_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,9b7ff2736ad3_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
9630d8770784,0000000000102,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,9630d8770784_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,9630d8770784_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,9630d8770784_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
ab3b676539c5,0000000000123,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,ab3b676539c5_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,ab3b676539c5_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,ab3b676539c5_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
04c2681a54a2,0000000000144,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,04c2681a54a2_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,04c2681a54a2_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,04c2681a54a2_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
cc82cbb1f0d8,0000000000165,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,cc82cbb1f0d8_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,cc82cbb1f0d8_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,cc82cbb1f0d8_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
3ea53485c00c,0000000000186,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,3ea53485c00c_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,3ea53485c00c_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,3ea53485c00c_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
8dd8245b435a,0000000000207,ca_fop_symbol_present_but_not_required,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_threshold_exceeded == 0.0 && fop_exempt_proxy == 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_threshold_exceeded=0, fop_symbol_present=1, fop_exempt_proxy=0, product_is_prepackaged_proxy=1",A front-of-pack symbol is present even though it does not appear required.,0.8005,candidate,dbt,Set fop_threshold_exceeded to 1 if the product should require the symbol.,8dd8245b435a_set_threshold | Set fop_threshold_exceeded to 1 if the product should require the symbol. | confidence=0.58 | Use this if the symbol is correct and the threshold flag is the missing piece.,8dd8245b435a_clear_symbol | Set fop_symbol_present to 0. | confidence=0.82 | This is the safest fix if the symbol should not appear for this product.,8dd8245b435a_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
00673910c705,0000000000019,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"00673910c705_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",00673910c705_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,00673910c705_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
790a4fc9a64a,0000000000022,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"790a4fc9a64a_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",790a4fc9a64a_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,790a4fc9a64a_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
9b299cb7068c,0000000000040,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"9b299cb7068c_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",9b299cb7068c_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,9b299cb7068c_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
a4a0e04ac0b2,0000000000043,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"a4a0e04ac0b2_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",a4a0e04ac0b2_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,a4a0e04ac0b2_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
8a41bd827edc,0000000000061,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"8a41bd827edc_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",8a41bd827edc_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,8a41bd827edc_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
9ca6968c4dc3,0000000000077,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"9ca6968c4dc3_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",9ca6968c4dc3_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,9ca6968c4dc3_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
06a0a82c9289,0000000000082,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"06a0a82c9289_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",06a0a82c9289_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,06a0a82c9289_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
56f4e5a6e894,0000000000103,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"56f4e5a6e894_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",56f4e5a6e894_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,56f4e5a6e894_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
eff83abc2616,0000000000107,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"eff83abc2616_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",eff83abc2616_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,eff83abc2616_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
5bd8ba82f730,0000000000110,ca_fop_symbol_present_on_exempt_product,warning,ca,This product violates the rule: fop_symbol_present > 0.0 && fop_exempt_proxy > 0.0 && product_is_prepackaged_proxy > 0.0.,"fop_symbol_present=1, fop_exempt_proxy=1, product_is_prepackaged_proxy=1",A front-of-pack symbol is present on a product marked exempt.,0.8874,candidate,soda,Set fop_symbol_present to 0.,"5bd8ba82f730_clear_symbol | Set fop_symbol_present to 0. | confidence=0.83 | If the product is truly exempt, removing the symbol flag is the least disruptive correction.",5bd8ba82f730_clear_exempt_flag | Set fop_exempt_proxy to 0 if the exemption flag is wrong. | confidence=0.56 | Use this when the symbol is correct and the exemption flag is the mistaken field.,5bd8ba82f730_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
69390e6b4506,0000000000004,carbohydrates_over_105g,warning,global,"Carbohydrates is 114.5, above the allowed maximum of 105.",carbohydrates=114.5,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,69390e6b4506_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,69390e6b4506_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,69390e6b4506_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
b0f6f0c2e4b5,0000000000007,carbohydrates_over_105g,warning,global,"Carbohydrates is 128.4, above the allowed maximum of 105.",carbohydrates=128.4,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,b0f6f0c2e4b5_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,b0f6f0c2e4b5_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,b0f6f0c2e4b5_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
c7874deb2d9e,0000000000009,carbohydrates_over_105g,warning,global,"Carbohydrates is 117, above the allowed maximum of 105.",carbohydrates=117,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,c7874deb2d9e_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,c7874deb2d9e_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,c7874deb2d9e_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
ead1ce7ad9a8,0000000000030,carbohydrates_over_105g,warning,global,"Carbohydrates is 119.5, above the allowed maximum of 105.",carbohydrates=119.5,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,ead1ce7ad9a8_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,ead1ce7ad9a8_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,ead1ce7ad9a8_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
535ebe126134,0000000000033,carbohydrates_over_105g,warning,global,"Carbohydrates is 134.9, above the allowed maximum of 105.",carbohydrates=134.9,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,535ebe126134_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,535ebe126134_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,535ebe126134_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
1539726c5e03,0000000000036,carbohydrates_over_105g,warning,global,"Carbohydrates is 133.1, above the allowed maximum of 105.",carbohydrates=133.1,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,1539726c5e03_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,1539726c5e03_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,1539726c5e03_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
015e048c21b2,0000000000040,carbohydrates_over_105g,warning,global,"Carbohydrates is 116.3, above the allowed maximum of 105.",carbohydrates=116.3,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,015e048c21b2_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,015e048c21b2_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,015e048c21b2_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
3f057ecc3fcc,0000000000051,carbohydrates_over_105g,warning,global,"Carbohydrates is 119.3, above the allowed maximum of 105.",carbohydrates=119.3,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,3f057ecc3fcc_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,3f057ecc3fcc_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,3f057ecc3fcc_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
7cc03620113d,0000000000060,carbohydrates_over_105g,warning,global,"Carbohydrates is 116.8, above the allowed maximum of 105.",carbohydrates=116.8,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,7cc03620113d_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,7cc03620113d_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,7cc03620113d_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
d3f21e8630b3,0000000000066,carbohydrates_over_105g,warning,global,"Carbohydrates is 115, above the allowed maximum of 105.",carbohydrates=115,Carbohydrates should not be greater than 105.,0.9015,accepted,soda,Set carbohydrates to 105.,d3f21e8630b3_limit | Set carbohydrates to 105. | confidence=0.88 | This is the smallest change that brings the value back inside the allowed maximum.,d3f21e8630b3_clear | Clear carbohydrates and review the nutrition panel. | confidence=0.58 | Use this if the recorded value looks obviously wrong or unverified.,d3f21e8630b3_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
612aa227477e,0000000000001,energy_kcal_vs_kj,error,global,Energy in kcal (1403.1) is greater than energy in kJ (1401).,"energy_kj=1401, energy_kcal=1403.1",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,612aa227477e_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,612aa227477e_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,612aa227477e_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
fa833cd4d007,0000000000022,energy_kcal_vs_kj,error,global,Energy in kcal (324.9) is greater than energy in kJ (309).,"energy_kj=309, energy_kcal=324.9",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,fa833cd4d007_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,fa833cd4d007_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,fa833cd4d007_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
e1a3beef7ced,0000000000042,energy_kcal_vs_kj,error,global,Energy in kcal (3325) is greater than energy in kJ (3296).,"energy_kj=3296, energy_kcal=3325",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,e1a3beef7ced_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,e1a3beef7ced_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,e1a3beef7ced_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
e4cdceec28ad,0000000000043,energy_kcal_vs_kj,error,global,Energy in kcal (1346) is greater than energy in kJ (1301).,"energy_kj=1301, energy_kcal=1346",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,e4cdceec28ad_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,e4cdceec28ad_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,e4cdceec28ad_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
52533191b7a1,0000000000064,energy_kcal_vs_kj,error,global,Energy in kcal (283) is greater than energy in kJ (233).,"energy_kj=233, energy_kcal=283",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,52533191b7a1_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,52533191b7a1_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,52533191b7a1_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
fbaa1f49469b,0000000000069,energy_kcal_vs_kj,error,global,Energy in kcal (2001) is greater than energy in kJ (1912).,"energy_kj=1912, energy_kcal=2001",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,fbaa1f49469b_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,fbaa1f49469b_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,fbaa1f49469b_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
21ef87223083,0000000000078,energy_kcal_vs_kj,error,global,Energy in kcal (4788) is greater than energy in kJ (4724).,"energy_kj=4724, energy_kcal=4788",Energy in kcal should not exceed the recorded energy in kJ.,0.9052,accepted,soda,Recalculate energy_kcal from energy_kj.,21ef87223083_derive_kcal | Recalculate energy_kcal from energy_kj. | confidence=0.81 | This preserves the kJ value and derives the kcal value from it.,21ef87223083_derive_kj | Recalculate energy_kj from energy_kcal. | confidence=0.69 | Use this if the kcal number looks more trustworthy than the kJ number.,21ef87223083_manual_review | Keep the row for manual nutrition review. | confidence=0.35 | Use this when none of the suggested single-field fixes can be trusted without label review.,,,,,,
